doc_id,dominant_topic,top_topic_prob,margin,entropy
34,3,0.6354969143867493,0.3508428931236267,0.9535873366405787
35,14,0.3681916892528534,0.10429733991622925,1.4730318099966533
36,14,0.2877366244792938,0.07766835391521454,1.7508094792946234
37,0,0.23692180216312408,0.005973711609840393,1.6562831534385545
38,15,0.34305959939956665,0.032034605741500854,1.5593784836167508
39,8,0.5856242179870605,0.19720256328582764,0.8457247804893507
40,9,0.7465308904647827,0.514072984457016,0.6954510673755208
41,11,0.34253990650177,0.027640849351882935,1.5160900616033381
42,15,0.4993860721588135,0.2611432671546936,1.3124618097093672
43,15,0.30769553780555725,0.09474286437034607,1.8415607736090047
44,6,0.3869406282901764,0.2231006920337677,1.5825885664765487
45,14,0.44757023453712463,0.24783770740032196,1.4907970657638652
46,13,0.32350674271583557,0.07206863164901733,1.6847777141872897
47,12,0.5911914110183716,0.45705446600914,1.2876408328631437
48,1,0.3283461928367615,0.020519763231277466,1.4283288120627617
49,13,0.6169096231460571,0.446383461356163,1.192621074114747
50,6,0.43399131298065186,0.1275167465209961,1.3235358524466319
51,12,0.49285218119621277,0.3071678578853607,1.4091238684773615
52,4,0.5534607768058777,0.17479747533798218,1.0615335057246709
53,11,0.4623611569404602,0.2393101006746292,1.528700611678425
54,14,0.37996426224708557,0.02778521180152893,1.4326364676612555
55,16,0.40312618017196655,0.14782586693763733,1.436662452254078
56,9,0.6409105658531189,0.4681735783815384,1.1456141453738031
57,12,0.2421417385339737,0.021882519125938416,1.8645936868560185
58,13,0.7134358882904053,0.6299551725387573,1.0941149680663909
59,14,0.584197461605072,0.3925773352384567,1.1389482671757727
60,13,0.47518736124038696,0.14151638746261597,1.140897466903213
61,5,0.35193124413490295,0.006208866834640503,1.21598868211462
62,12,0.33882856369018555,0.025514572858810425,1.5341460210205204
63,14,0.6467720866203308,0.48561836779117584,1.1918401201678932
64,16,0.3302235007286072,0.12676143646240234,1.6252721824119822
65,2,0.4242684245109558,0.07086309790611267,1.3317994763144636
66,14,0.5169988870620728,0.27732259035110474,1.3072601445117351
67,13,0.38025641441345215,0.20793767273426056,1.8097038635782667
68,15,0.37726521492004395,0.09732991456985474,1.5072596846918374
69,3,0.2865741550922394,0.03539809584617615,1.6705649002093874
70,13,0.6312785148620605,0.3318970799446106,0.9555077721681591
71,15,0.29886394739151,0.06443069875240326,1.8236858394143862
72,5,0.3956734538078308,0.0027031004428863525,1.29355585850892
73,3,0.4514155387878418,0.26314888894557953,1.4384861405947864
74,11,0.5228309631347656,0.3581029623746872,1.4266977572239348
75,2,0.5445862412452698,0.23750245571136475,1.159173189659159
76,10,0.6254798173904419,0.4624823182821274,1.19119053322387
77,14,0.279264360666275,0.002201765775680542,1.5313484717467947
78,15,0.5145334005355835,0.30060799419879913,1.3771994669585745
79,9,0.34054797887802124,0.024488627910614014,1.7596584219307347
80,14,0.7274647951126099,0.596158891916275,0.975972992627104
81,11,0.4356122612953186,0.19205541908740997,1.381653854897175
82,9,0.8411079049110413,0.6985569447278976,0.5347199255224113
83,2,0.5728561878204346,0.34933288395404816,1.1548647385848034
84,15,0.27875253558158875,0.035212233662605286,1.7211576523760024
85,12,0.7276746034622192,0.6100328117609024,0.9368247241274757
86,5,0.39206716418266296,0.19139891862869263,1.5435916075069331
87,4,0.3222535252571106,5.751848220825195e-05,1.498408278217261
88,1,0.3583667278289795,0.15265080332756042,1.734129054302205
89,6,0.5472489595413208,0.3724004030227661,1.2969600779461838
90,4,0.3414943516254425,0.10961070656776428,1.6515670870254002
91,14,0.6491337418556213,0.4093933701515198,1.0016353153506106
92,5,0.5490099191665649,0.3238844573497772,1.3051954979472797
93,4,0.3513021171092987,0.13231752812862396,1.7587270674116289
94,14,0.4596956968307495,0.2050829827785492,1.4480925267923193
95,5,0.3961818516254425,0.059457927942276,1.2929812378718617
96,14,0.32162100076675415,0.12213024497032166,1.744972560185328
97,2,0.45935389399528503,0.09417900443077087,1.2138721663585594
98,9,0.6264161467552185,0.4488570988178253,1.1559467749240986
99,15,0.49253466725349426,0.23426556587219238,1.4164292104339635
100,15,0.4110576808452606,0.05321604013442993,1.3145383245387199
101,12,0.5483827590942383,0.3621164709329605,1.2850924576976763
102,2,0.42416709661483765,0.1660451889038086,1.3370325985745453
103,2,0.2872476875782013,0.05754636228084564,2.02755548358869
104,10,0.24336794018745422,0.025217071175575256,1.8175591519677936
105,1,0.31830570101737976,0.07125148177146912,1.6612682943337231
